Frame Rate:,24.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
97,00:00:04.042,4.093765547263682,1.8871268656716418,3.3571128731343283,7.037056902985075
98,00:00:04.083,3.844177549751244,1.7506763059701493,3.080946828358209,6.700909514925373
99,00:00:04.125,3.940803793532339,1.7747901119402985,3.142257462686567,6.90536380597015
100,00:00:04.167,3.9852223258706467,1.6871735074626866,3.2892257462686567,6.979267723880597
101,00:00:04.208,3.015679415422886,1.327332089552239,2.279500932835821,5.440205223880597
102,00:00:04.250,3.215065298507463,1.4568563432835822,2.3800839552238804,5.808255597014925
103,00:00:04.292,3.948056592039801,1.7604944029850746,3.095732276119403,6.987943097014925
104,00:00:04.333,4.662585509950248,1.9528684701492538,3.904664179104478,8.130223880597015
105,00:00:04.375,5.814878731343284,2.5702192164179105,4.857392723880597,10.017024253731343
106,00:00:04.417,5.2169231965174125,2.2569496268656715,4.312126865671642,9.081693097014925
107,00:00:04.458,4.352394278606965,1.891464552238806,3.513269589552239,7.652448694029851
108,00:00:04.500,53.06478544776119,30.018819962686567,59.07602611940298,70.09951026119403
109,00:00:04.542,2.881343283582089,0.9383162313432836,2.3976445895522387,5.3080690298507465
110,00:00:04.583,2.5319496268656714,0.8246035447761194,2.085331156716418,4.685914179104477
111,00:00:04.625,2.4581778606965177,0.7459654850746269,2.057019589552239,4.571548507462687
112,00:00:04.667,2.6034437189054724,0.7888059701492537,2.2078125,4.813712686567164
113,00:00:04.708,2.65556592039801,0.7833255597014925,2.17919776119403,5.004174440298508
114,00:00:04.750,2.417894900497512,0.7237873134328359,2.016161380597015,4.513736007462686
115,00:00:04.792,2.4043765547263685,0.7729244402985075,1.9749533582089551,4.465251865671642
116,00:00:04.833,2.5580534825870647,0.7741604477611941,2.139249067164179,4.760750932835821
117,00:00:04.875,2.771610696517413,0.8368003731343283,2.275536380597015,5.202495335820895
118,00:00:04.917,2.5982353855721394,0.7520522388059702,2.2138526119402986,4.828801305970149
119,00:00:04.958,2.9201103855721393,0.8333022388059701,2.620685634328358,5.306343283582089
120,00:00:05.000,3.1833333333333336,0.9476445895522388,2.8356576492537315,5.76669776119403
121,00:00:05.042,3.326018345771144,1.0388992537313433,2.841277985074627,6.097877798507462
122,00:00:05.083,2.8190998134328358,0.9472947761194029,2.3267723880597013,5.183232276119403
123,00:00:05.125,2.795716728855721,1.1223880597014926,2.097877798507463,5.166884328358209
124,00:00:05.167,2.028280472636816,0.7505363805970149,1.4123833955223881,3.921921641791045
125,00:00:05.208,1.4920009328358208,0.5469216417910447,1.05263526119403,2.876445895522388
126,00:00:05.250,1.2989194651741294,0.4724813432835821,0.9753964552238806,2.4488805970149254
127,00:00:05.292,1.5970460199004977,0.6046175373134328,1.1490671641791044,3.037453358208955
128,00:00:05.333,1.7726679104477612,0.6951725746268657,1.2904617537313432,3.3323694029850746
129,00:00:05.375,1.5341728855721393,0.5723180970149254,1.172714552238806,2.8574860074626867
130,00:00:05.417,1.5081389925373134,0.5249766791044777,1.1635494402985074,2.835890858208955
131,00:00:05.458,1.672862251243781,0.5840251865671642,1.2973180970149254,3.1372434701492535
132,00:00:05.500,1.7689287935323383,0.6350279850746269,1.3438199626865672,3.327938432835821
133,00:00:05.542,1.4355876865671642,0.49680503731343284,1.1289645522388059,2.6809934701492537
134,00:00:05.583,1.400831778606965,0.4863106343283582,1.0994869402985075,2.61669776119403
135,00:00:05.625,1.5839241293532338,0.558652052238806,1.1999766791044777,2.993143656716418
136,00:00:05.667,1.558084577114428,0.5545942164179104,1.1325326492537313,2.987126865671642
137,00:00:05.708,1.2586753731343283,0.47285447761194027,0.9009328358208956,2.4022388059701494
138,00:00:05.750,1.2057213930348258,0.46266324626865674,0.8119169776119403,2.3425839552238807
139,00:00:05.792,1.372675684079602,0.5237873134328358,0.9239972014925373,2.670242537313433
140,00:00:05.833,1.9811878109452739,0.8731343283582089,1.2643889925373135,3.8060401119402987
141,00:00:05.875,2.2935867537313435,1.066534514925373,1.4568563432835822,4.357369402985075
142,00:00:05.917,1.7310867537313435,0.7090951492537313,1.1806203358208955,3.303544776119403
143,00:00:05.958,1.387087997512438,0.5298507462686567,0.9991604477611941,2.6322527985074626
144,00:00:06.000,1.4958333333333333,0.5587919776119403,1.1113339552238806,2.817374067164179
145,00:00:06.042,1.9136427238805969,0.6873367537313433,1.4146688432835821,3.6389225746268656
146,00:00:06.083,2.205907960199005,0.7371501865671641,1.7063199626865673,4.174253731343284
147,00:00:06.125,1.938564987562189,0.6073694029850746,1.5350979477611941,3.6732276119402987
148,00:00:06.167,1.7803093905472638,0.5786380597014925,1.4081623134328358,3.354127798507463
149,00:00:06.208,1.8771921641791043,0.6595149253731343,1.3875932835820894,3.5844682835820896
150,00:00:06.250,1.9665889303482587,0.7202425373134328,1.4891557835820894,3.6903684701492536
151,00:00:06.292,1.6661458333333332,0.5696828358208955,1.2252332089552238,3.2035214552238807
152,00:00:06.333,1.6113261815920399,0.5555270522388059,1.1881763059701493,3.090275186567164
153,00:00:06.375,1.836738184079602,0.6506763059701492,1.3478544776119403,3.5116837686567166
154,00:00:06.417,1.991658893034826,0.7440531716417911,1.5249067164179104,3.7060167910447763
155,00:00:06.458,1.7277207711442786,0.6124766791044776,1.3644356343283581,3.20625
156,00:00:06.500,1.8513914800995026,0.5847481343283583,1.5740205223880597,3.3954057835820897
157,00:00:06.542,2.1775342039800996,0.7098880597014925,1.888456156716418,3.934258395522388
158,00:00:06.583,2.8191620024875625,1.036357276119403,2.4890858208955224,4.932042910447761
159,00:00:06.625,3.07636815920398,1.2015158582089551,2.741044776119403,5.2865438432835825
160,00:00:06.667,2.879640858208955,0.9851445895522388,3.0659048507462687,4.587873134328358
161,00:00:06.708,2.807921330845771,0.7847714552238806,3.372038246268657,4.266954291044776
162,00:00:06.750,3.038549440298507,0.7898087686567165,3.741954291044776,4.5838852611940295
163,00:00:06.792,3.931770833333333,1.0344682835820895,4.559958022388059,6.2008861940298505
164,00:00:06.833,4.279936256218906,1.120429104477612,4.991441231343283,6.7279384328358205
165,00:00:06.875,4.555542599502488,1.0462919776119404,5.369636194029851,7.250699626865671
166,00:00:06.917,4.78389303482587,1.1527518656716418,5.6328591417910445,7.566068097014925
167,00:00:06.958,5.703008395522388,1.355597014925373,6.844542910447761,8.90888526119403
168,00:00:07.000,5.638456156716418,1.352285447761194,6.8814365671641795,8.68164645522388
169,00:00:07.042,5.678995646766169,1.4878264925373135,7.148810634328358,8.400349813432836
170,00:00:07.083,6.644713930348259,1.664482276119403,8.616441231343284,9.65321828358209
171,00:00:07.125,6.8450326492537314,1.7076492537313432,8.821035447761194,10.006413246268657
172,00:00:07.167,6.605146144278606,1.71611473880597,8.217980410447762,9.881343283582089
173,00:00:07.208,6.873942786069652,2.09745802238806,8.003148320895523,10.521222014925373
174,00:00:07.250,6.691340174129354,1.8424440298507463,8.187616604477611,10.043959888059701
175,00:00:07.292,7.376920087064676,1.8715251865671643,9.284631529850746,10.97460354477612
176,00:00:07.333,7.11425684079602,1.7013059701492537,8.956902985074628,10.68456156716418
177,00:00:07.375,5.919713930348259,1.437616604477612,7.193446828358209,9.128078358208954
178,00:00:07.417,5.2965096393034825,1.286170708955224,6.277262126865671,8.326096082089553
179,00:00:07.458,5.057641480099503,1.2616138059701492,5.8815298507462686,8.029780783582089
180,00:00:07.500,4.406366604477612,1.1696595149253732,4.958861940298507,7.090578358208956
181,00:00:07.542,3.878700248756219,1.0760960820895522,4.298577425373134,6.26142723880597
182,00:00:07.583,3.3810712064676616,0.9533582089552238,3.4902518656716417,5.699603544776119
183,00:00:07.625,4.052534203980099,1.0568097014925373,4.429267723880597,6.671525186567164
184,00:00:07.667,58.825699626865664,30.418493470149254,75.82600279850746,70.2326026119403
185,00:00:07.708,1.3319962686567164,0.8213152985074627,0.8293376865671642,2.345335820895522
186,00:00:07.750,0.8586365049751244,0.5097014925373134,0.7183535447761195,1.3478544776119403
187,00:00:07.792,0.951671330845771,0.5492070895522388,0.7861007462686567,1.5197061567164178
188,00:00:07.833,1.3016557835820894,0.7439598880597015,0.9795242537313433,2.181483208955224
189,00:00:07.875,1.7546175373134327,1.1113805970149253,1.1511893656716419,3.0012826492537314
190,00:00:07.917,1.3954912935323385,0.7955457089552239,1.1173973880597015,2.2735307835820895
191,00:00:07.958,1.3405705845771145,0.7454524253731343,1.1149720149253732,2.161287313432836
192,00:00:08.000,1.6916122512437812,0.951679104477612,1.2690065298507462,2.854151119402985
193,00:00:08.042,1.9120102611940297,1.136590485074627,1.4010960820895522,3.1983442164179103
194,00:00:08.083,1.7063743781094527,0.9575792910447761,1.3618703358208955,2.7996735074626864
195,00:00:08.125,1.6021377487562187,0.9027518656716418,1.3201492537313433,2.5835121268656716
196,00:00:08.167,1.7509950248756219,0.9676305970149254,1.3554337686567164,2.929920708955224
197,00:00:08.208,1.9674595771144279,1.2093983208955223,1.438992537313433,3.2539878731343284
198,00:00:08.250,1.7756607587064677,1.0524253731343283,1.3577192164179104,2.916837686567164
199,00:00:08.292,1.7146144278606965,1.023017723880597,1.3313199626865673,2.789505597014925
200,00:00:08.333,1.7445351368159205,0.9069729477611941,1.3390391791044776,2.9875932835820898
201,00:00:08.375,2.1941153606965176,1.504454291044776,1.348857276119403,3.729034514925373
202,00:00:08.417,2.4568563432835817,1.6549673507462686,1.3501399253731343,4.365461753731343
203,00:00:08.458,1.720778917910448,1.0127798507462686,1.1731809701492537,2.976375932835821
204,00:00:08.500,1.3586365049751243,0.8913013059701492,1.0894123134328357,2.095195895522388
205,00:00:08.542,1.3524564676616915,0.7308768656716418,1.132392723880597,2.1940998134328358
206,00:00:08.583,1.6247123756218906,0.8980876865671642,1.239295708955224,2.7367537313432835
207,00:00:08.625,1.738456156716418,0.998973880597015,1.2937033582089552,2.9226912313432836
208,00:00:08.667,1.6008084577114428,0.9552238805970149,1.2444962686567165,2.602705223880597
209,00:00:08.708,1.532392723880597,0.9063432835820896,1.2125932835820896,2.478241604477612
210,00:00:08.750,1.6610541044776121,0.8944263059701493,1.274160447761194,2.8145755597014928
211,00:00:08.792,1.8109297263681592,1.0117304104477611,1.3574160447761194,3.063642723880597
212,00:00:08.833,1.7499378109452737,1.022644589552239,1.3197061567164179,2.9074626865671642
213,00:00:08.875,1.785595460199005,0.9810167910447761,1.3617304104477612,3.014039179104478
214,00:00:08.917,1.7970226990049751,0.9611940298507463,1.3717117537313432,3.058162313432836
215,00:00:08.958,54.93166200248756,21.512966417910448,70.49095149253732,72.79106809701493
216,00:00:09.000,4.210121268656716,2.588036380597015,3.7381996268656716,6.304127798507463
217,00:00:09.042,4.671027674129353,2.739832089552239,4.367000932835821,6.90625
218,00:00:09.083,4.60067630597015,2.661707089552239,4.215904850746269,6.924416977611941
219,00:00:09.125,4.577829601990049,2.5520755597014926,4.17227145522388,7.009141791044776
220,00:00:09.167,5.4551383706467655,2.883722014925373,5.200046641791045,8.28164645522388
221,00:00:09.208,7.796727300995026,3.6471548507462686,8.240904850746269,11.502122201492538
222,00:00:09.250,8.904454291044777,3.5996735074626867,9.795382462686566,13.318306902985075
223,00:00:09.292,12.647030472636816,4.559678171641791,15.18554104477612,18.195872201492538
224,00:00:09.333,18.463976990049748,6.573647388059701,23.01396921641791,25.80431436567164
225,00:00:09.375,15.521027674129352,6.201282649253732,17.827681902985073,22.534118470149252
226,00:00:09.417,15.881972947761193,5.465625,18.32950093283582,23.850792910447762
227,00:00:09.458,10.724098258706467,4.3247434701492535,12.267257462686567,15.580293843283583
228,00:00:09.500,11.37752643034826,4.866861007462687,12.355853544776119,16.90986473880597
229,00:00:09.542,13.44972014925373,5.589202425373134,15.292164179104478,19.467793843283584
230,00:00:09.583,56.029578669154226,34.13957555970149,66.79078824626866,67.15837220149254
231,00:00:09.625,7.99972014925373,3.4978311567164178,8.541557835820896,11.95977145522388
232,00:00:09.667,7.86103078358209,3.4943563432835822,8.448274253731343,11.640461753731342
233,00:00:09.708,7.115749378109453,3.2645988805970148,7.26982276119403,10.812826492537313
234,00:00:09.750,6.334779228855722,2.4842583955223883,6.591791044776119,9.928288246268657
235,00:00:09.792,5.781366604477612,2.2589785447761193,5.871082089552239,9.214039179104478
236,00:00:09.833,4.852262126865671,1.950419776119403,4.685657649253732,7.920708955223881
237,00:00:09.875,4.430161691542288,1.7243470149253732,4.300606343283582,7.26553171641791
238,00:00:09.917,6.077868470149254,2.7443097014925373,5.889505597014925,9.5997901119403
239,00:00:09.958,4.724572450248757,2.1874300373134328,4.453661380597015,7.5326259328358205
240,00:00:10.000,3.7391480099502488,1.5834654850746268,3.5669309701492535,6.067047574626866
241,00:00:10.042,4.480068407960199,1.989179104477612,4.406599813432836,7.044426305970149
242,00:00:10.083,5.237803171641791,2.3937033582089553,5.2423274253731345,8.077378731343284
243,00:00:10.125,5.50516946517413,2.5011660447761193,5.501982276119403,8.512360074626866
244,00:00:10.167,4.812849813432836,2.489365671641791,4.616231343283582,7.332952425373135
245,00:00:10.208,4.920848880597015,2.706669776119403,4.755597014925373,7.300279850746269
246,00:00:10.250,3.9687966417910445,2.0258861940298507,3.9428171641791043,5.937686567164179
247,00:00:10.292,4.5300606343283585,2.4592350746268656,4.341837686567164,6.7891091417910445
248,00:00:10.333,3.82236473880597,2.382555970149254,3.4361940298507463,5.64834421641791
249,00:00:10.375,4.243680037313433,2.4275652985074627,4.059841417910448,6.243633395522388
250,00:00:10.417,4.743687810945274,2.483278917910448,4.658045708955224,7.089738805970149
251,00:00:10.458,4.020436878109453,2.1242070895522387,3.9753498134328358,5.961753731343284
252,00:00:10.500,5.868174751243781,2.8909048507462685,5.86357276119403,8.850046641791044
253,00:00:10.542,5.992754975124377,2.9313899253731344,5.9274486940298505,9.11942630597015
254,00:00:10.583,4.813316231343284,2.132369402985075,4.834911380597015,7.472667910447761
255,00:00:10.625,4.835338930348258,2.0575559701492536,4.841651119402985,7.606809701492537
256,00:00:10.667,3.906110074626866,1.6512826492537314,3.6677005597014927,6.3993470149253735
257,00:00:10.708,3.184398320895523,1.4481110074626866,2.811823694029851,5.29326026119403
258,00:00:10.750,2.8316464552238805,1.4012360074626866,2.5732276119402986,4.520475746268657
259,00:00:10.792,2.82744092039801,1.2589785447761195,2.624090485074627,4.599253731343284
260,00:00:10.833,4.400621890547264,1.833838619402985,4.326819029850746,7.0412080223880595
261,00:00:10.875,5.334219527363184,2.3774253731343284,5.255340485074627,8.369892723880596
262,00:00:10.917,6.431172263681592,3.024580223880597,6.674580223880597,9.594356343283582
263,00:00:10.958,8.246735074626866,4.116044776119403,8.749253731343284,11.874906716417911
264,00:00:11.000,7.577596393034827,3.8224813432835822,7.799696828358209,11.110611007462687
265,00:00:11.042,5.780348258706468,2.9153451492537314,5.548903917910447,8.876795708955225
266,00:00:11.083,6.323499689054725,3.1303871268656716,6.142817164179104,9.697294776119403
267,00:00:11.125,5.628972325870646,2.9599580223880597,5.417630597014925,8.509328358208956
268,00:00:11.167,5.602060012437811,2.629267723880597,5.534025186567164,8.642887126865672
269,00:00:11.208,6.772458022388059,3.140088619402985,6.933442164179104,10.24384328358209
270,00:00:11.250,6.924106032338308,3.1997901119402985,7.083395522388059,10.489132462686568
271,00:00:11.292,6.83652052238806,3.27919776119403,6.884141791044776,10.346222014925374
272,00:00:11.333,5.973748445273632,2.5513292910447762,6.115415111940298,9.254500932835821
273,00:00:11.375,6.873554104477613,3.2418143656716416,7.015974813432836,10.362873134328359
274,00:00:11.417,7.822901119402985,3.7522154850746268,8.02061567164179,11.695872201492538
275,00:00:11.458,8.289847636815919,3.7831623134328356,8.822971082089552,12.263409514925373
276,00:00:11.500,7.819814987562189,3.557672574626866,8.242467350746269,11.659305037313432
277,00:00:11.542,6.408799751243781,2.8258162313432837,6.505923507462686,9.894659514925372
278,00:00:11.583,6.254570895522388,2.8447294776119403,6.118726679104477,9.800256529850746
279,00:00:11.625,76.89993781094527,51.993726679104476,77.38607742537313,101.32000932835821
280,00:00:11.667,5.089256840796019,1.5179804104477612,4.7835820895522385,8.96620802238806
281,00:00:11.708,4.861847014925373,1.357276119402985,4.767537313432836,8.460727611940298
282,00:00:11.750,4.847636815920398,1.295965485074627,4.828311567164179,8.418633395522388
283,00:00:11.792,4.604951803482588,1.3315998134328357,4.349860074626866,8.13339552238806
284,00:00:11.833,4.561061878109452,1.277588619402985,4.447038246268657,7.958558768656716
285,00:00:11.875,4.838798196517413,1.325116604477612,4.768796641791044,8.422481343283582
286,00:00:11.917,5.181972947761195,1.4087220149253732,5.174743470149254,8.962453358208956
287,00:00:11.958,5.255690298507463,1.447061567164179,5.256296641791045,9.063712686567165
288,00:00:12.000,4.664536691542288,1.2854244402985076,4.666184701492537,8.04200093283582
289,00:00:12.042,3.972955534825871,1.148670708955224,3.6403451492537315,7.129850746268657
290,00:00:12.083,4.545864427860697,1.3530783582089552,4.269169776119403,8.015345149253731
291,00:00:12.125,5.294465174129353,1.4988805970149253,5.2837686567164175,9.100746268656716
292,00:00:12.167,5.211380597014926,1.3446361940298508,5.473390858208956,8.81611473880597
293,00:00:12.208,5.013619402985075,1.2587686567164178,5.400046641791045,8.382042910447762
294,00:00:12.250,5.538704912935323,1.5787313432835821,5.602262126865671,9.435121268656717
295,00:00:12.292,5.509693718905473,1.4895289179104478,5.759375,9.28017723880597
296,00:00:12.333,6.014591106965174,1.5632462686567163,6.421571828358209,10.058955223880597
297,00:00:12.375,7.759973569651741,2.2572994402985076,7.878078358208955,13.144542910447761
298,00:00:12.417,7.513292910447762,1.969589552238806,8.58027052238806,11.990018656716417
299,00:00:12.458,7.503202736318408,1.8891791044776118,8.78780317164179,11.832625932835821
300,00:00:12.500,7.290959266169153,1.8453358208955224,8.452845149253731,11.574696828358208
301,00:00:12.542,7.204026741293532,1.9014692164179106,8.234305037313433,11.476305970149253
302,00:00:12.583,6.0299673507462686,1.5379664179104477,6.825349813432836,9.726585820895522
303,00:00:12.625,5.160214552238806,1.4195662313432835,5.433138992537313,8.62793843283582
304,00:00:12.667,5.918244713930348,1.6306669776119402,6.363362873134329,9.760704291044776
305,00:00:12.708,6.866052549751243,1.7482276119402984,7.963292910447761,10.886637126865672
306,00:00:12.750,7.556654228855721,1.9010027985074627,8.870848880597014,11.898111007462687
307,00:00:12.792,8.178125,2.0910680970149254,9.71231343283582,12.730993470149254
308,00:00:12.833,8.392817164179105,2.122527985074627,10.05625,12.999673507462687
309,00:00:12.875,7.930519278606965,2.0182835820895524,9.220359141791045,12.5529151119403
310,00:00:12.917,7.2064909825870656,1.8995102611940298,8.066254664179105,11.65370802238806
311,00:00:12.958,6.291363495024876,1.714482276119403,6.685984141791045,10.47362406716418
312,00:00:13.000,6.044737251243781,1.5550139925373134,6.367257462686567,10.211940298507463
313,00:00:13.042,5.957742537313433,1.6821595149253732,6.020615671641791,10.170452425373135
314,00:00:13.083,5.205651430348259,1.485401119402985,5.170242537313433,8.961310634328358
315,00:00:13.125,5.27880907960199,1.5586520522388059,5.095732276119403,9.18204291044776
316,00:00:13.167,4.891355721393036,1.459794776119403,4.603288246268657,8.610984141791045
317,00:00:13.208,4.373779539800995,1.281972947761194,4.175209888059701,7.66415578358209
318,00:00:13.250,3.665477300995025,1.1074393656716417,3.294099813432836,6.594892723880597
319,00:00:13.292,3.857486007462686,1.1916277985074626,3.4010960820895524,6.979734141791044
320,00:00:13.333,3.8256452114427866,1.1844449626865672,3.396408582089552,6.896082089552239
321,00:00:13.375,3.3367692786069654,1.008115671641791,2.9723880597014927,6.029804104477612
322,00:00:13.417,3.5293532338308453,1.046035447761194,3.168936567164179,6.373087686567164
323,00:00:13.458,3.49394434079602,1.0551772388059701,3.062546641791045,6.364109141791045
324,00:00:13.500,3.453210509950248,1.0489039179104478,2.981319962686567,6.3294076492537314
325,00:00:13.542,3.6594682835820898,1.0638059701492537,3.3663945895522387,6.548204291044776
326,00:00:13.583,3.7202658582089554,1.0654850746268656,3.4763526119402983,6.618959888059702
327,00:00:13.625,3.9118003731343287,1.1396921641791045,3.640205223880597,6.955503731343284
328,00:00:13.667,3.890166355721393,1.1881063432835821,3.5558069029850747,6.926585820895522
329,00:00:13.708,3.3286069651741292,1.0146688432835822,2.974743470149254,5.996408582089552
330,00:00:13.750,2.7787235696517407,0.8892490671641791,2.3135727611940298,5.133348880597015
331,00:00:13.792,2.513992537313433,0.852705223880597,1.8875466417910447,4.801725746268657
332,00:00:13.833,2.417918221393035,0.7885261194029851,1.8009328358208956,4.6642957089552235
333,00:00:13.875,90.37835043532338,106.02630597014925,69.41518190298507,95.69356343283582
334,00:00:13.917,3.7058069029850746,4.5221548507462686,2.8850279850746268,3.710237873134328
335,00:00:13.958,2.9390858208955226,3.4725746268656716,2.413152985074627,2.931529850746269
336,00:00:14.000,3.4636971393034823,4.0546875,2.822644589552239,3.513759328358209
337,00:00:14.042,3.9979866293532336,4.66669776119403,3.2879897388059702,4.039272388059701
338,00:00:14.083,3.437212375621891,4.570289179104478,2.5577658582089553,3.183582089552239
339,00:00:14.125,3.92333644278607,4.6530550373134325,3.2821128731343285,3.834841417910448
